"Unicode.Code.Point.s.","Emoji","Description","Translated"
"U+1F939 U+1F3FB U+200D U+2640 U+FE0F","🤹🏻‍♀️","Woman Juggling: Light Skin Tone","Hokkabazlık Yapan Kadın: Açık Cilt Tonu"
"U+1F939 U+1F3FC U+200D U+2640 U+FE0F","🤹🏼‍♀️","Woman Juggling: Medium-Light Skin Tone","Hokkabazlık Yapan Kadın: Orta Açık Cilt Tonu"
"U+1F939 U+1F3FD U+200D U+2640 U+FE0F","🤹🏽‍♀️","Woman Juggling: Medium Skin Tone","Hokkabazlık Yapan Kadın: Orta Cilt Tonu"
"U+1F939 U+1F3FE U+200D U+2640 U+FE0F","🤹🏾‍♀️","Woman Juggling: Medium-Dark Skin Tone","Hokkabazlık Yapan Kadın: Orta Koyu Cilt Tonu"
"U+1F939 U+1F3FF U+200D U+2640 U+FE0F","🤹🏿‍♀️","Woman Juggling: Dark Skin Tone","Hokkabazlık yapan kadın: Koyu Cilt Tonu"
"U+1F9D8 U+1F3FB","🧘🏻","Person In Lotus Position: Light Skin Tone","Lotus Pozisyonundaki Kişi: Açık Cilt Tonu"
"U+1F9D8 U+1F3FC","🧘🏼","Person In Lotus Position: Medium-Light Skin Tone","Lotus Pozisyonundaki Kişi: Orta Açık Cilt Tonu"
"U+1F9D8 U+1F3FD","🧘🏽","Person In Lotus Position: Medium Skin Tone","Lotus Pozisyonundaki Kişi: Orta Cilt Tonu"
"U+1F9D8 U+1F3FE","🧘🏾","Person In Lotus Position: Medium-Dark Skin Tone","Lotus Pozisyonundaki Kişi: Orta-Koyu Cilt Tonu"
"U+1F9D8 U+1F3FF","🧘🏿","Person In Lotus Position: Dark Skin Tone","Lotus Pozisyonundaki Kişi: Koyu Cilt Tonu"
"U+1F9D8 U+1F3FB U+200D U+2642 U+FE0F","🧘🏻‍♂️","Man In Lotus Position: Light Skin Tone","Lotus Pozisyonundaki Adam: Açık Cilt Tonu"
"U+1F9D8 U+1F3FC U+200D U+2642 U+FE0F","🧘🏼‍♂️","Man In Lotus Position: Medium-Light Skin Tone","Lotus Pozisyonundaki Adam: Orta Açık Cilt Tonu"
"U+1F9D8 U+1F3FD U+200D U+2642 U+FE0F","🧘🏽‍♂️","Man In Lotus Position: Medium Skin Tone","Lotus Pozisyonundaki Adam: Orta Cilt Tonu"
"U+1F9D8 U+1F3FE U+200D U+2642 U+FE0F","🧘🏾‍♂️","Man In Lotus Position: Medium-Dark Skin Tone","Lotus Pozisyonundaki Adam: Orta-Koyu Cilt Tonu"
"U+1F9D8 U+1F3FF U+200D U+2642 U+FE0F","🧘🏿‍♂️","Man In Lotus Position: Dark Skin Tone","Lotus Pozisyonundaki Adam: Koyu Cilt Tonu"
"U+1F9D8 U+1F3FB U+200D U+2640 U+FE0F","🧘🏻‍♀️","Woman In Lotus Position: Light Skin Tone","Lotus Pozisyonundaki Kadın: Açık Cilt Tonu"
"U+1F9D8 U+1F3FC U+200D U+2640 U+FE0F","🧘🏼‍♀️","Woman In Lotus Position: Medium-Light Skin Tone","Lotus Pozisyonundaki Kadın: Orta Açık Cilt Tonu"
"U+1F9D8 U+1F3FD U+200D U+2640 U+FE0F","🧘🏽‍♀️","Woman In Lotus Position: Medium Skin Tone","Lotus Pozisyonundaki Kadın: Orta Cilt Tonu"
"U+1F9D8 U+1F3FE U+200D U+2640 U+FE0F","🧘🏾‍♀️","Woman In Lotus Position: Medium-Dark Skin Tone","Lotus Pozisyonundaki Kadın: Orta Koyu Cilt Tonu"
"U+1F9D8 U+1F3FF U+200D U+2640 U+FE0F","🧘🏿‍♀️","Woman In Lotus Position: Dark Skin Tone","Lotus Pozisyonundaki Kadın: Koyu Cilt Tonu"
"U+1F6C0 U+1F3FB","🛀🏻","Person Taking Bath: Light Skin Tone","Banyo Yapan Kişi: Açık Cilt Tonu"
"U+1F6C0 U+1F3FC","🛀🏼","Person Taking Bath: Medium-Light Skin Tone","Banyo Yapan Kişi: Orta Açık Cilt Tonu"
"U+1F6C0 U+1F3FD","🛀🏽","Person Taking Bath: Medium Skin Tone","Banyo Yapan Kişi: Orta Cilt Tonu"
"U+1F6C0 U+1F3FE","🛀🏾","Person Taking Bath: Medium-Dark Skin Tone","Banyo Yapan Kişi: Orta Koyu Cilt Tonu"
"U+1F6C0 U+1F3FF","🛀🏿","Person Taking Bath: Dark Skin Tone","Banyo Yapan Kişi: Koyu Cilt Tonu"
"U+1F6CC U+1F3FB","🛌🏻","Person In Bed: Light Skin Tone","Yataktaki Kişi: Açık Cilt Tonu"
"U+1F6CC U+1F3FC","🛌🏼","Person In Bed: Medium-Light Skin Tone","Yataktaki Kişi: Orta Açık Cilt Tonu"
"U+1F6CC U+1F3FD","🛌🏽","Person In Bed: Medium Skin Tone","Yataktaki Kişi: Orta Cilt Tonu"
"U+1F6CC U+1F3FE","🛌🏾","Person In Bed: Medium-Dark Skin Tone","Yataktaki Kişi: Orta Koyu Cilt Tonu"
"U+1F6CC U+1F3FF","🛌🏿","Person In Bed: Dark Skin Tone","Yataktaki Kişi: Koyu Cilt Tonu"
"U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FB","🧑🏻‍🤝‍🧑🏻","People Holding Hands: Light Skin Tone","El Ele Tutuşan İnsanlar: Açık Cilt Tonu"
"U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FC","🧑🏻‍🤝‍🧑🏼","People Holding Hands: Light Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan İnsanlar: Açık Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FD","🧑🏻‍🤝‍🧑🏽","People Holding Hands: Light Skin Tone, Medium Skin Tone","El Ele Tutuşan İnsanlar: Açık Cilt Tonu, Orta Cilt Tonu"
"U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FE","🧑🏻‍🤝‍🧑🏾","People Holding Hands: Light Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan İnsanlar: Açık Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FF","🧑🏻‍🤝‍🧑🏿","People Holding Hands: Light Skin Tone, Dark Skin Tone","El Ele Tutuşan İnsanlar: Açık Cilt Tonu, Koyu Cilt Tonu"
"U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FB","🧑🏼‍🤝‍🧑🏻","People Holding Hands: Medium-Light Skin Tone, Light Skin Tone","El Ele Tutuşan İnsanlar: Orta Açık Cilt Tonu, Açık Cilt Tonu"
"U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FC","🧑🏼‍🤝‍🧑🏼","People Holding Hands: Medium-Light Skin Tone","El Ele Tutuşan İnsanlar: Orta Açık Cilt Tonu"
"U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FD","🧑🏼‍🤝‍🧑🏽","People Holding Hands: Medium-Light Skin Tone, Medium Skin Tone","El Ele Tutuşan İnsanlar: Orta Açık Cilt Tonu, Orta Cilt Tonu"
"U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FE","🧑🏼‍🤝‍🧑🏾","People Holding Hands: Medium-Light Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan İnsanlar: Orta Açık Cilt Tonu, Orta-Koyu Cilt Tonu"
"U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FF","🧑🏼‍🤝‍🧑🏿","People Holding Hands: Medium-Light Skin Tone, Dark Skin Tone","El Ele Tutuşan İnsanlar: Orta Açık Cilt Tonu, Koyu Cilt Tonu"
"U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FB","🧑🏽‍🤝‍🧑🏻","People Holding Hands: Medium Skin Tone, Light Skin Tone","El Ele Tutuşan İnsanlar: Orta Cilt Tonu, Açık Cilt Tonu"
"U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FC","🧑🏽‍🤝‍🧑🏼","People Holding Hands: Medium Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan İnsanlar: Orta Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FD","🧑🏽‍🤝‍🧑🏽","People Holding Hands: Medium Skin Tone","El Ele Tutuşan İnsanlar: Orta Cilt Tonu"
"U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FE","🧑🏽‍🤝‍🧑🏾","People Holding Hands: Medium Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan İnsanlar: Orta Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FF","🧑🏽‍🤝‍🧑🏿","People Holding Hands: Medium Skin Tone, Dark Skin Tone","El Ele Tutuşan İnsanlar: Orta Cilt Tonu, Koyu Cilt Tonu"
"U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FB","🧑🏾‍🤝‍🧑🏻","People Holding Hands: Medium-Dark Skin Tone, Light Skin Tone","El Ele Tutuşan İnsanlar: Orta Koyu Cilt Tonu, Açık Cilt Tonu"
"U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FC","🧑🏾‍🤝‍🧑🏼","People Holding Hands: Medium-Dark Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan İnsanlar: Orta Koyu Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FD","🧑🏾‍🤝‍🧑🏽","People Holding Hands: Medium-Dark Skin Tone, Medium Skin Tone","El Ele Tutuşan İnsanlar: Orta Koyu Cilt Tonu, Orta Cilt Tonu"
"U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FE","🧑🏾‍🤝‍🧑🏾","People Holding Hands: Medium-Dark Skin Tone","El Ele Tutuşan İnsanlar: Orta Koyu Cilt Tonu"
"U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FF","🧑🏾‍🤝‍🧑🏿","People Holding Hands: Medium-Dark Skin Tone, Dark Skin Tone","El Ele Tutuşan İnsanlar: Orta Koyu Cilt Tonu, Koyu Cilt Tonu"
"U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FB","🧑🏿‍🤝‍🧑🏻","People Holding Hands: Dark Skin Tone, Light Skin Tone","El Ele Tutuşan İnsanlar: Koyu Cilt Tonu, Açık Cilt Tonu"
"U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FC","🧑🏿‍🤝‍🧑🏼","People Holding Hands: Dark Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan İnsanlar: Koyu Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FD","🧑🏿‍🤝‍🧑🏽","People Holding Hands: Dark Skin Tone, Medium Skin Tone","El Ele Tutuşan İnsanlar: Koyu Cilt Tonu, Orta Cilt Tonu"
"U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FE","🧑🏿‍🤝‍🧑🏾","People Holding Hands: Dark Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan İnsanlar: Koyu Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FF","🧑🏿‍🤝‍🧑🏿","People Holding Hands: Dark Skin Tone","El Ele Tutuşan İnsanlar: Koyu Cilt Tonu"
"U+1F46D U+1F3FB","👭🏻","Women Holding Hands: Light Skin Tone","El Ele Tutuşan Kadınlar: Açık Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FC","👩🏻‍🤝‍👩🏼","Women Holding Hands: Light Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Kadınlar: Açık Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FD","👩🏻‍🤝‍👩🏽","Women Holding Hands: Light Skin Tone, Medium Skin Tone","El Ele Tutuşan Kadınlar: Açık Cilt Tonu, Orta Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FE","👩🏻‍🤝‍👩🏾","Women Holding Hands: Light Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Kadınlar: Açık Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FF","👩🏻‍🤝‍👩🏿","Women Holding Hands: Light Skin Tone, Dark Skin Tone","El Ele Tutuşan Kadınlar: Açık Cilt Tonu, Koyu Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F469 U+1F3FB","👩🏼‍🤝‍👩🏻","Women Holding Hands: Medium-Light Skin Tone, Light Skin Tone","El Ele Tutuşan Kadınlar: Orta Açık Cilt Tonu, Açık Cilt Tonu"
"U+1F46D U+1F3FC","👭🏼","Women Holding Hands: Medium-Light Skin Tone","El Ele Tutuşan Kadınlar: Orta Açık Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F469 U+1F3FD","👩🏼‍🤝‍👩🏽","Women Holding Hands: Medium-Light Skin Tone, Medium Skin Tone","El Ele Tutuşan Kadınlar: Orta Açık Cilt Tonu, Orta Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F469 U+1F3FE","👩🏼‍🤝‍👩🏾","Women Holding Hands: Medium-Light Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Kadınlar: Orta Açık Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F469 U+1F3FF","👩🏼‍🤝‍👩🏿","Women Holding Hands: Medium-Light Skin Tone, Dark Skin Tone","El Ele Tutuşan Kadınlar: Orta Açık Cilt Tonu, Koyu Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F469 U+1F3FB","👩🏽‍🤝‍👩🏻","Women Holding Hands: Medium Skin Tone, Light Skin Tone","El Ele Tutuşan Kadınlar: Orta Cilt Tonu, Açık Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F469 U+1F3FC","👩🏽‍🤝‍👩🏼","Women Holding Hands: Medium Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Kadınlar: Orta Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F46D U+1F3FD","👭🏽","Women Holding Hands: Medium Skin Tone","El Ele Tutuşan Kadınlar: Orta Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F469 U+1F3FE","👩🏽‍🤝‍👩🏾","Women Holding Hands: Medium Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Kadınlar: Orta Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F469 U+1F3FF","👩🏽‍🤝‍👩🏿","Women Holding Hands: Medium Skin Tone, Dark Skin Tone","El Ele Tutuşan Kadınlar: Orta Cilt Tonu, Koyu Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F469 U+1F3FB","👩🏾‍🤝‍👩🏻","Women Holding Hands: Medium-Dark Skin Tone, Light Skin Tone","El Ele Tutuşan Kadınlar: Orta Koyu Cilt Tonu, Açık Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F469 U+1F3FC","👩🏾‍🤝‍👩🏼","Women Holding Hands: Medium-Dark Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Kadınlar: Orta Koyu Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F469 U+1F3FD","👩🏾‍🤝‍👩🏽","Women Holding Hands: Medium-Dark Skin Tone, Medium Skin Tone","El Ele Tutuşan Kadınlar: Orta Koyu Cilt Tonu, Orta Cilt Tonu"
"U+1F46D U+1F3FE","👭🏾","Women Holding Hands: Medium-Dark Skin Tone","El Ele Tutuşan Kadınlar: Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F469 U+1F3FF","👩🏾‍🤝‍👩🏿","Women Holding Hands: Medium-Dark Skin Tone, Dark Skin Tone","El Ele Tutuşan Kadınlar: Orta Koyu Cilt Tonu, Koyu Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FB","👩🏿‍🤝‍👩🏻","Women Holding Hands: Dark Skin Tone, Light Skin Tone","El Ele Tutuşan Kadınlar: Koyu Cilt Tonu, Açık Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FC","👩🏿‍🤝‍👩🏼","Women Holding Hands: Dark Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Kadınlar: Koyu Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FD","👩🏿‍🤝‍👩🏽","Women Holding Hands: Dark Skin Tone, Medium Skin Tone","El Ele Tutuşan Kadınlar: Koyu Cilt Tonu, Orta Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F469 U+1F3FE","👩🏿‍🤝‍👩🏾","Women Holding Hands: Dark Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Kadınlar: Koyu Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F46D U+1F3FF","👭🏿","Women Holding Hands: Dark Skin Tone","El Ele Tutuşan Kadınlar: Koyu Cilt Tonu"
"U+1F46B U+1F3FB","👫🏻","Woman And Man Holding Hands: Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Açık Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F468 U+1F3FC","👩🏻‍🤝‍👨🏼","Woman And Man Holding Hands: Light Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Açık Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F468 U+1F3FD","👩🏻‍🤝‍👨🏽","Woman And Man Holding Hands: Light Skin Tone, Medium Skin Tone","El Ele Tutuşan Kadın ve Erkek: Açık Cilt Tonu, Orta Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F468 U+1F3FE","👩🏻‍🤝‍👨🏾","Woman And Man Holding Hands: Light Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Açık Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F468 U+1F3FF","👩🏻‍🤝‍👨🏿","Woman And Man Holding Hands: Light Skin Tone, Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Açık Cilt Tonu, Koyu Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F468 U+1F3FB","👩🏼‍🤝‍👨🏻","Woman And Man Holding Hands: Medium-Light Skin Tone, Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Açık Cilt Tonu, Açık Cilt Tonu"
"U+1F46B U+1F3FC","👫🏼","Woman And Man Holding Hands: Medium-Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Açık Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F468 U+1F3FD","👩🏼‍🤝‍👨🏽","Woman And Man Holding Hands: Medium-Light Skin Tone, Medium Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Açık Cilt Tonu, Orta Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F468 U+1F3FE","👩🏼‍🤝‍👨🏾","Woman And Man Holding Hands: Medium-Light Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Açık Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FC U+200D U+1F91D U+200D U+1F468 U+1F3FF","👩🏼‍🤝‍👨🏿","Woman And Man Holding Hands: Medium-Light Skin Tone, Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Açık Cilt Tonu, Koyu Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F468 U+1F3FB","👩🏽‍🤝‍👨🏻","Woman And Man Holding Hands: Medium Skin Tone, Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Cilt Tonu, Açık Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F468 U+1F3FC","👩🏽‍🤝‍👨🏼","Woman And Man Holding Hands: Medium Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F46B U+1F3FD","👫🏽","Woman And Man Holding Hands: Medium Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F468 U+1F3FE","👩🏽‍🤝‍👨🏾","Woman And Man Holding Hands: Medium Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FD U+200D U+1F91D U+200D U+1F468 U+1F3FF","👩🏽‍🤝‍👨🏿","Woman And Man Holding Hands: Medium Skin Tone, Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Cilt Tonu, Koyu Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F468 U+1F3FB","👩🏾‍🤝‍👨🏻","Woman And Man Holding Hands: Medium-Dark Skin Tone, Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Koyu Cilt Tonu, Açık Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F468 U+1F3FC","👩🏾‍🤝‍👨🏼","Woman And Man Holding Hands: Medium-Dark Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Koyu Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F468 U+1F3FD","👩🏾‍🤝‍👨🏽","Woman And Man Holding Hands: Medium-Dark Skin Tone, Medium Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Koyu Cilt Tonu, Orta Cilt Tonu"
"U+1F46B U+1F3FE","👫🏾","Woman And Man Holding Hands: Medium-Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Koyu Cilt Tonu"
"U+1F469 U+1F3FE U+200D U+1F91D U+200D U+1F468 U+1F3FF","👩🏾‍🤝‍👨🏿","Woman And Man Holding Hands: Medium-Dark Skin Tone, Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Orta Koyu Cilt Tonu, Koyu Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F468 U+1F3FB","👩🏿‍🤝‍👨🏻","Woman And Man Holding Hands: Dark Skin Tone, Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Koyu Cilt Tonu, Açık Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F468 U+1F3FC","👩🏿‍🤝‍👨🏼","Woman And Man Holding Hands: Dark Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Kadın ve Erkek: Koyu Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F468 U+1F3FD","👩🏿‍🤝‍👨🏽","Woman And Man Holding Hands: Dark Skin Tone, Medium Skin Tone","El Ele Tutuşan Kadın ve Erkek: Koyu Cilt Tonu, Orta Cilt Tonu"
"U+1F469 U+1F3FF U+200D U+1F91D U+200D U+1F468 U+1F3FE","👩🏿‍🤝‍👨🏾","Woman And Man Holding Hands: Dark Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Koyu Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F46B U+1F3FF","👫🏿","Woman And Man Holding Hands: Dark Skin Tone","El Ele Tutuşan Kadın ve Erkek: Koyu Cilt Tonu"
"U+1F46C U+1F3FB","👬🏻","Men Holding Hands: Light Skin Tone","El Ele Tutuşan Erkekler: Açık Cilt Tonu"
"U+1F468 U+1F3FB U+200D U+1F91D U+200D U+1F468 U+1F3FC","👨🏻‍🤝‍👨🏼","Men Holding Hands: Light Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Erkekler: Açık Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F468 U+1F3FB U+200D U+1F91D U+200D U+1F468 U+1F3FD","👨🏻‍🤝‍👨🏽","Men Holding Hands: Light Skin Tone, Medium Skin Tone","El Ele Tutuşan Erkekler: Açık Cilt Tonu, Orta Cilt Tonu"
"U+1F468 U+1F3FB U+200D U+1F91D U+200D U+1F468 U+1F3FE","👨🏻‍🤝‍👨🏾","Men Holding Hands: Light Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Erkekler: Açık Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F468 U+1F3FB U+200D U+1F91D U+200D U+1F468 U+1F3FF","👨🏻‍🤝‍👨🏿","Men Holding Hands: Light Skin Tone, Dark Skin Tone","El Ele Tutuşan Erkekler: Açık Cilt Tonu, Koyu Cilt Tonu"
"U+1F468 U+1F3FC U+200D U+1F91D U+200D U+1F468 U+1F3FB","👨🏼‍🤝‍👨🏻","Men Holding Hands: Medium-Light Skin Tone, Light Skin Tone","El Ele Tutuşan Erkekler: Orta Açık Cilt Tonu, Açık Cilt Tonu"
"U+1F46C U+1F3FC","👬🏼","Men Holding Hands: Medium-Light Skin Tone","El Ele Tutuşan Erkekler: Orta Açık Cilt Tonu"
"U+1F468 U+1F3FC U+200D U+1F91D U+200D U+1F468 U+1F3FD","👨🏼‍🤝‍👨🏽","Men Holding Hands: Medium-Light Skin Tone, Medium Skin Tone","El Ele Tutuşan Erkekler: Orta Açık Cilt Tonu, Orta Cilt Tonu"
"U+1F468 U+1F3FC U+200D U+1F91D U+200D U+1F468 U+1F3FE","👨🏼‍🤝‍👨🏾","Men Holding Hands: Medium-Light Skin Tone, Medium-Dark Skin Tone","El Ele Tutuşan Erkekler: Orta Açık Cilt Tonu, Orta Koyu Cilt Tonu"
"U+1F468 U+1F3FC U+200D U+1F91D U+200D U+1F468 U+1F3FF","👨🏼‍🤝‍👨🏿","Men Holding Hands: Medium-Light Skin Tone, Dark Skin Tone","El Ele Tutuşan Erkekler: Orta Açık Cilt Tonu, Koyu Cilt Tonu"
"U+1F468 U+1F3FD U+200D U+1F91D U+200D U+1F468 U+1F3FB","👨🏽‍🤝‍👨🏻","Men Holding Hands: Medium Skin Tone, Light Skin Tone","El Ele Tutuşan Erkekler: Orta Cilt Tonu, Açık Cilt Tonu"
"U+1F468 U+1F3FD U+200D U+1F91D U+200D U+1F468 U+1F3FC","👨🏽‍🤝‍👨🏼","Men Holding Hands: Medium Skin Tone, Medium-Light Skin Tone","El Ele Tutuşan Erkekler: Orta Cilt Tonu, Orta Açık Cilt Tonu"
"U+1F46C U+1F3FD","👬🏽","Men Holding Hands: Medium Skin Tone","El Ele Tutuşan Erkekler: Orta Cilt Tonu"
